Column1.id_opd;Column1.opd;Column1.id_layanan;Column1.layanan
57;Kecamatan Sibolangit;488;Surat Pindah Antar Kabupaten dan Provinsi
57;Kecamatan Sibolangit;487;Surat Pindah Antar Kecamatan
58;Kecamatan Pancur Batu;50;"1.	Pelayanan Penerbitan Kartu Keluarga"
58;Kecamatan Pancur Batu;771;10. Penerbitan surat pindah antar kecamatan
58;Kecamatan Pancur Batu;772;11. Izin Penggunaan Fasilitas Umum
58;Kecamatan Pancur Batu;773;12. Rekomendasi Pembentukan Kelembagaan Perkumpulan Petani Pemakai Air (P3A)
58;Kecamatan Pancur Batu;774;13. Rekomendasi Izin Kegiatan Sosial dalam gedung atau tempat terbuka
58;Kecamatan Pancur Batu;775;14. Rekomendasi pemanfaatan penggunaan jalan untuk kegiatan sosial
58;Kecamatan Pancur Batu;776;15. Penerbitan Surat Keterangan Domisili Usaha
58;Kecamatan Pancur Batu;777;16. Pendampingan Pelayanan Penerbitan Nomor Induk Berusaha (NIB) melalui sistem Online Singel Submission (OSS)
58;Kecamatan Pancur Batu;778;17. Pendampingan Pelayanan Pendaftaran Perizinan dan Non Perizinan melalui sistem Seri Deli
58;Kecamatan Pancur Batu;779;18. Pendampingan Pembuatan Email dan Akun Simbg
58;Kecamatan Pancur Batu;780;19. Pendampingan Pendaftaran Persetujuan Bangunan Gedung (PBG) melalui https://simbg.pu.go.id
58;Kecamatan Pancur Batu;51;"2.	Pelayanan Penerbitan KTP -el Pemula"
58;Kecamatan Pancur Batu;781;20. Permohonan Pendaftaran Baru PBB
58;Kecamatan Pancur Batu;782;21. Permohonan Mutasi PBB
58;Kecamatan Pancur Batu;783;22. Permohonan Pembetulan/Pembatalan PBB
58;Kecamatan Pancur Batu;784;23. Permohonan salinan SPPT PBB
58;Kecamatan Pancur Batu;785;24. Permohonan surat keterangan NJOP PBB
58;Kecamatan Pancur Batu;786;25. Permohonan Keberatan PBB
58;Kecamatan Pancur Batu;787;26. Permohonan Penghapusan/Pengurangan sanksi administrasi/denda PBB
58;Kecamatan Pancur Batu;788;27. Permohonan Pengurangan ketetapan PBB
58;Kecamatan Pancur Batu;789;28. Permohonan Pembayaran Angsuran PBB
58;Kecamatan Pancur Batu;790;29. Permohonan Pengembalian Kelebihan Pembayaran PBB
58;Kecamatan Pancur Batu;52;"3.	Pelayanan Penerbitan KTP-el Hilang"
58;Kecamatan Pancur Batu;53;4. Pelayanan Aktivasi Identitas Kependudukan Digital (IKD)
58;Kecamatan Pancur Batu;563;5. Pelayanan Online Data
58;Kecamatan Pancur Batu;767;6. Pelayanan Penerbitan Kartu Identitas Anak (KIA)
58;Kecamatan Pancur Batu;768;7. Pelayanan Penerbitan Akta Kelahiran Anak usia 0-17 tahun
58;Kecamatan Pancur Batu;769;8. Pelayanan Penerbitan Akta Kematian maksimal 3 tahun dari tanggal kematian
58;Kecamatan Pancur Batu;770;9. Pelayanan surat pindah antar desa/kelurahan dalam satu kecamatan
59;Kecamatan Deli Tua;382;Pelayanan pembuatan Kartu Keluarga
60;Kecamatan Namorambe;385;1. Pelayanan Dokumen Kependudukan
60;Kecamatan Namorambe;386;2. Pelayanan Persampahan
60;Kecamatan Namorambe;387;3. Pelayanan Penerbitan surat ahli waris
60;Kecamatan Namorambe;388;4. Pelayanan SKTM 
60;Kecamatan Namorambe;389;5. Pelayanan Pertanahan
61;Kecamatan Patumbak;293;Pelayanan Dokumen Kependudukan
61;Kecamatan Patumbak;294;Pelayanan Kebersihan Persampajan
61;Kecamatan Patumbak;431;Pengurusan Surat Keterangan Miskin
61;Kecamatan Patumbak;292;SKTM
61;Kecamatan Patumbak;291;Surat Keterangan Ahli Waris
62;Kecamatan Birubiru;516;Pelayanan Dokumen Kependudukan
62;Kecamatan Birubiru;521;Pelayanan Surat Keterangan Ahli Waris 
62;Kecamatan Birubiru;519;Pelayanan Surat keterangan Tidak Mampu (SKTM)
62;Kecamatan Birubiru;525;Penyajian Data terkait Pelayanan Kebersihan Persampahan
63;Kecamatan Kutalimbaru;640;Izin Penggunaan Fasilitas Umum (Aset Daerah Yang Dikelola Kecamatan)
63;Kecamatan Kutalimbaru;636;Pelayanan dan Penerbitan Akta Kelahiran Anak Usia 0-17 Tahun
63;Kecamatan Kutalimbaru;637;Pelayanan dan Penerbitan Akta Kematian (maksimal 3 (tiga) tahun dari tanggal kematian)
63;Kecamatan Kutalimbaru;635;Pelayanan dan Penerbitan Kartu Identitas Anak (KIA)
63;Kecamatan Kutalimbaru;512;Pelayanan dan Penerbitan Kartu Kelurga Bagi Penduduk WNI
63;Kecamatan Kutalimbaru;378;Pelayanan dan Penerbitan KTP-El Hilang dan Rusak Bagi Penduduk WNI
63;Kecamatan Kutalimbaru;511;Pelayanan dan Penerbitan KTP-El Pemula Bagi Penduduk WNI
63;Kecamatan Kutalimbaru;377;Pelayanan Identitas Kependudukan Digital (IKD)
63;Kecamatan Kutalimbaru;376;Pelayanan Online Data
63;Kecamatan Kutalimbaru;638;Pelayanan Surat Pindah Antar Desa/Kelurahan Dalam Satu Kecamatan Bagi Penduduk WNI
63;Kecamatan Kutalimbaru;646;Pendampingan pelayanan pendaftaran perizinan dan non perizinan melalui sistem Seri Deli
63;Kecamatan Kutalimbaru;645;Pendampingan pelayanan perizinan berusaha untuk penerbitan Nomor Induk Berusaha (NIB) melalui sistem Online Single Submission (OSS) berbasis risiko kepada pelaku Usaha Mikro Kecil (UMK)
63;Kecamatan Kutalimbaru;647;Pendampingan Pembuatan Email dan Akun Simbg
63;Kecamatan Kutalimbaru;648;Pendampingan pendaftaran Persetujuan Bangunan Gedung (PBG) melalui http://simbg.pu.go.id
63;Kecamatan Kutalimbaru;644;Penerbitan Surat Keterangan Domisili Usaha
63;Kecamatan Kutalimbaru;639;Penerbitan Surat Pindah Antar Kecamatan
63;Kecamatan Kutalimbaru;654;Permohonan keberatan PBB
63;Kecamatan Kutalimbaru;650;Permohonan Mutasi PBB
63;Kecamatan Kutalimbaru;657;Permohonan pembayaran angsuran PBB
63;Kecamatan Kutalimbaru;651;Permohonan pembetulan/pembatalan PBB
63;Kecamatan Kutalimbaru;649;Permohonan Pendaftaran Baru PBB
63;Kecamatan Kutalimbaru;658;Permohonan pengembalian kelebihan pembayaran PBB
63;Kecamatan Kutalimbaru;655;Permohonan penghapusan/pengurangan sanksi administrasi/denda PBB
63;Kecamatan Kutalimbaru;656;Permohonan pengurangan ketetapan PBB
63;Kecamatan Kutalimbaru;652;Permohonan salinan SPPT PBB
63;Kecamatan Kutalimbaru;653;Permohonan surat keterangan NJOP PBB
63;Kecamatan Kutalimbaru;642;Rekomendasi izin kegiatan sosial dan/atau komersial didalam gedung dan/atau di tempat terbuka dalam wilayah kecamatan
63;Kecamatan Kutalimbaru;643;Rekomendasi pemanfaatan penggunaan jalan kabupaten untuk kegiatan sosial dan/atau komersial tidak lebih dari 1 (satu) hari
63;Kecamatan Kutalimbaru;641;Rekomendasi pembentukan kelembagaan Perkumpulan Petani Pemakai Air (P3A)
64;Kecamatan Gunung Meriah;62;Izin mendirikan bangunan dengan luas bangunan maksimum 100 M2
64;Kecamatan Gunung Meriah;65;Izin penggunaan fasilitas umum (aset daerah yang dikelola kecamatan)
64;Kecamatan Gunung Meriah;63;Izin Reklame Isidental
64;Kecamatan Gunung Meriah;73;Pelayanaan Kartu Keluarga bagi penduduk WNI
64;Kecamatan Gunung Meriah;75;Pelayanaan KIA (Karti Identitas Anak) bagi penduduk WNI
64;Kecamatan Gunung Meriah;74;Pelayanaan KTP-EL bagi penduduk WNI
64;Kecamatan Gunung Meriah;78;Pelayanaan surat pindah antar kabupaten/provinsi bagi penduduk WNI
64;Kecamatan Gunung Meriah;82;Pelayanan Akta Perceraian
64;Kecamatan Gunung Meriah;79;Pelayanan Akte Kelahiran
64;Kecamatan Gunung Meriah;80;Pelayanan Akte Kematian
64;Kecamatan Gunung Meriah;76;Pelayanan surat pindah antar desa/kelurahan dalam satu kecamatan bagi penduduk WNI
64;Kecamatan Gunung Meriah;77;Pelayanan surat pindah antar kecamatan dalam kabupaten bagi penduduk WNI
64;Kecamatan Gunung Meriah;72;Penerbitan surat keterangan domisili usaha
64;Kecamatan Gunung Meriah;71;Penerbitan surat keterangan tidak mampu
64;Kecamatan Gunung Meriah;64;Penerbitan tanda daftar usaha pariwisata yang dikelola pemerintah desa dan/atau kelompok penggerak pariwisata
64;Kecamatan Gunung Meriah;69;Rekomendasi izin kegiatan sosial dan/atau komersial di dalam gedung dan atau ditempat terbuka dalam wilayah kecamatan
64;Kecamatan Gunung Meriah;67;Rekomendasi izin mendirikan bangunan kecuali bangunan rumah tempat tinggal dengan luas bangunan maksimum 100 M2
64;Kecamatan Gunung Meriah;66;Rekomendasi izin peruntukan penggunaan tanah
64;Kecamatan Gunung Meriah;70;Rekomendasi pemanfaatan penggunaan jalan kabupaten untuk kegiatan sosial  dan atau komersial tidak lebih dari 1 (satu) hari
64;Kecamatan Gunung Meriah;68;Rekomendasi pembentukan kelembagaan perkumpulan petani pemakai air (P3A)
65;RSUD Pancur Batu;699;Farmasi
65;RSUD Pancur Batu;700;Gizi
65;RSUD Pancur Batu;533;Pelayanan Fisioterapi
65;RSUD Pancur Batu;531;Pelayanan ICU
65;RSUD Pancur Batu;528;Pelayanan IGD
65;RSUD Pancur Batu;529;Pelayanan Lab
65;RSUD Pancur Batu;989;Pelayanan Pendaftaran dan Admisi
65;RSUD Pancur Batu;530;Pelayanan PONEK
65;RSUD Pancur Batu;532;Pelayanan Radiologi
65;RSUD Pancur Batu;526;Pelayanan Rawat Inap
65;RSUD Pancur Batu;527;Pelayanan Rawat Jalan
66;RSUD Bangun Purba;871;PELAYANAN AMBULANCE
66;RSUD Bangun Purba;867;PELAYANAN INSTALASI FARMASI
66;RSUD Bangun Purba;865;PELAYANAN INSTALASI GAWAT DARURAT (IGD)
66;RSUD Bangun Purba;870;PELAYANAN INSTALASI GIZI
66;RSUD Bangun Purba;869;PELAYANAN INSTALASI LABORATORIUM
66;RSUD Bangun Purba;866;PELAYANAN INSTALASI RAWAT INAP
66;RSUD Bangun Purba;868;PELAYANAN INSTALASI RAWAT JALAN
66;RSUD Bangun Purba;864;PELAYANAN PENDAFTARAN
70;UPTD Puskesmas Gunung Meriah;1124;RUANG ADMINISTRASI
70;UPTD Puskesmas Gunung Meriah;1103;RUANG FARMASI
70;UPTD Puskesmas Gunung Meriah;1090;RUANG KESEHATAN GIGI DAN MULUT
70;UPTD Puskesmas Gunung Meriah;1070;RUANG KIA, KB DAN IMUNISASI
70;UPTD Puskesmas Gunung Meriah;1097;RUANG KOMUNIKASI DAN EDUKASI
70;UPTD Puskesmas Gunung Meriah;1118;RUANG LABORATORIUM
70;UPTD Puskesmas Gunung Meriah;1082;RUANG PEMERIKSAAN KHUSUS
70;UPTD Puskesmas Gunung Meriah;1044;RUANG PEMERIKSAAN UMUM
70;UPTD Puskesmas Gunung Meriah;929;RUANG PENDAFTARAN DAN REKAM MEDIS
70;UPTD Puskesmas Gunung Meriah;1106;RUANG PERSALINAN
70;UPTD Puskesmas Gunung Meriah;1131;RUANG RAWAT INAP
70;UPTD Puskesmas Gunung Meriah;1112;RUANG RAWAT PASCA PERSALINAN NORMAL
70;UPTD Puskesmas Gunung Meriah;1058;RUANG TINDAKAN DAN GAWAT DARURAT
71;UPTD Puskesmas Tiga Juhar;881;RUANG KLASTER 3
72;UPTD Puskesmas Sibolangit;1126;RUANG ADMINISTRASI
72;UPTD Puskesmas Sibolangit;1096;RUANG FARMASI
72;UPTD Puskesmas Sibolangit;1068;RUANG KESEHATAN GIGI DAN MULUT
72;UPTD Puskesmas Sibolangit;1053;RUANG KIA, KB, DAN IMUNISASI
72;UPTD Puskesmas Sibolangit;1074;RUANG KOMUNIKASI DAN EDUKASI KIE
72;UPTD Puskesmas Sibolangit;1141;RUANG LABORATORIUM
72;UPTD Puskesmas Sibolangit;1059;RUANG PEMERIKSAAN KHUSUS
72;UPTD Puskesmas Sibolangit;1037;RUANG PEMERIKSAAN UMUM
72;UPTD Puskesmas Sibolangit;1026;RUANG PENDAFTARAN DAN REKAM MEDIS
72;UPTD Puskesmas Sibolangit;1105;RUANG PERSALINAN
72;UPTD Puskesmas Sibolangit;1116;RUANG RAWAT INAP
72;UPTD Puskesmas Sibolangit;1110;RUANG RAWAT PASCA PERSALINAN NORMAL
72;UPTD Puskesmas Sibolangit;1047;RUANG TINDAKAN DAN GAWAT DARURAT
73;UPTD Puskesmas Bandar Baru;876;Farmasi
73;UPTD Puskesmas Bandar Baru;872;Klaster 1 : Pendaftaran
73;UPTD Puskesmas Bandar Baru;927;Klaster 1 : Tata Usaha
73;UPTD Puskesmas Bandar Baru;873;Klaster 2 : Kesehatan Ibu dan Anak
73;UPTD Puskesmas Bandar Baru;1208;Klaster 2 : R. Persalinan
73;UPTD Puskesmas Bandar Baru;874;Klaster 3 : R. Pemeriksaan umum/Lansia
73;UPTD Puskesmas Bandar Baru;1209;Klaster 3 : R. TB
73;UPTD Puskesmas Bandar Baru;875;Laboratorium
73;UPTD Puskesmas Bandar Baru;1204;Lintas Klaster : R. Pemeriksaan Gigi dan Mulut
73;UPTD Puskesmas Bandar Baru;1205;Lintas Klaster : RTGD
73;UPTD Puskesmas Bandar Baru;1210;Pengkajian Pasien
74;UPTD Puskesmas Kutalimbaru;1149;Pelayanan Klaster II : Pelayanan Anak dan Remaja
74;UPTD Puskesmas Kutalimbaru;1148;Pelayanan Klaster II : Pelayanan Bayi dan Balita
74;UPTD Puskesmas Kutalimbaru;1145;Pelayanan Klaster II : Pelayanan Ibu hamil, bersalin dan nifas
74;UPTD Puskesmas Kutalimbaru;1159;Pelayanan Klaster III : Dewasa
74;UPTD Puskesmas Kutalimbaru;1166;Pelayanan Klaster III : Lansia
74;UPTD Puskesmas Kutalimbaru;1397;Pelayanan Klaster IV
74;UPTD Puskesmas Kutalimbaru;1174;Pelayanan Lintas Klaster : Gigi dan Mulut
74;UPTD Puskesmas Kutalimbaru;1395;Pelayanan Lintas Klaster : Kefarmasian
74;UPTD Puskesmas Kutalimbaru;1170;Pelayanan Lintas Klaster : Kegawatdaruratan/tindakan
74;UPTD Puskesmas Kutalimbaru;1178;Pelayanan Lintas Klaster : Laboratorium
74;UPTD Puskesmas Kutalimbaru;1396;Pelayanan Lintas Klaster : Rawat Inap
74;UPTD Puskesmas Kutalimbaru;877;Ruang Pendaftaran dan Rekam Medis
75;UPTD Puskesmas Tuntungan;928;Klaser II  Ibu dan Anak
75;UPTD Puskesmas Tuntungan;887;Klaster I   Manajemen dan ke Tatausahaan
76;UPTD Puskesmas Gunung Tinggi;1262;Apotik
76;UPTD Puskesmas Gunung Tinggi;1264;Klaster 3 catin 
76;UPTD Puskesmas Gunung Tinggi;1265;Klaster 3 dewasa
76;UPTD Puskesmas Gunung Tinggi;1266;Klaster 3 KB
76;UPTD Puskesmas Gunung Tinggi;1272;Kluster 1 administrasi dan manajemen
76;UPTD Puskesmas Gunung Tinggi;1263;Kluster 2 anak
76;UPTD Puskesmas Gunung Tinggi;1267;Kluster 3 usia lanjut
76;UPTD Puskesmas Gunung Tinggi;1268;Kluster 3 usia produktif
76;UPTD Puskesmas Gunung Tinggi;1269;Lintas kluster gigi dan mulut
76;UPTD Puskesmas Gunung Tinggi;1270;Lintas kluster laboratorium
76;UPTD Puskesmas Gunung Tinggi;1271;Lintas kluster RTGD
76;UPTD Puskesmas Gunung Tinggi;1161;Pelayanan pendaftaran 
77;UPTD Puskesmas Namorambe;1252;Klaster I : Administrasi
77;UPTD Puskesmas Namorambe;1247;Klaster I :Sistem Informasi, Pelayanan Pendaftaran dan Rekam Medis 
77;UPTD Puskesmas Namorambe;1693;Klaster II : Bayi dan Anak
77;UPTD Puskesmas Namorambe;1251;Klaster II : Imunisasi
77;UPTD Puskesmas Namorambe;1250;Klaster II : Pelayanan Gizi
77;UPTD Puskesmas Namorambe;1249;Klaster II : Pelayanan KIA dan KB ( Kehamilan, Persalinan,nifas )
77;UPTD Puskesmas Namorambe;1692;Klaster III : Pelayanan Catin
77;UPTD Puskesmas Namorambe;1248;Klaster III : Pelayanan Usia Dewasa 
77;UPTD Puskesmas Namorambe;1691;Klaster III : Pelayanan usia Lansia
77;UPTD Puskesmas Namorambe;1253;Klaster IV : Pencegahan Penyakit Menular dan Pelayanan Kesling
77;UPTD Puskesmas Namorambe;1257;Lintas Klaster : Pelayanan Kefarmasian
77;UPTD Puskesmas Namorambe;1254;Lintas Klaster : Pelayanan Kesahatan Gigi dan Mulut
77;UPTD Puskesmas Namorambe;1255;Lintas Klaster : Pelayanan Laboratorium
77;UPTD Puskesmas Namorambe;1256;Lintas Klaster : RTGD ( Ruang Tindakan Gawat Darurat )
79;UPTD Puskesmas Talun Kenas;892;Pendaftaran dan Rekam Medis
79;UPTD Puskesmas Talun Kenas;1085;Ruang Administrasi
79;UPTD Puskesmas Talun Kenas;1036;Ruang Farmasi
79;UPTD Puskesmas Talun Kenas;1015;Ruang Kesehatan Anak dan Imunisasi
79;UPTD Puskesmas Talun Kenas;1022;Ruang Kesehatan Gigi dan Mulut
79;UPTD Puskesmas Talun Kenas;1014;Ruang Kesehatan Ibu dan KB
79;UPTD Puskesmas Talun Kenas;1030;Ruang Komunikasi dan Edukasi (KIE)
79;UPTD Puskesmas Talun Kenas;1076;Ruang Laboratorium
79;UPTD Puskesmas Talun Kenas;1018;Ruang Pemeriksaan Khusus
79;UPTD Puskesmas Talun Kenas;1003;Ruang Pemeriksaan Umum
79;UPTD Puskesmas Talun Kenas;1041;Ruang Persalinan
79;UPTD Puskesmas Talun Kenas;1060;Ruang Rawat Inap
79;UPTD Puskesmas Talun Kenas;1054;Ruang Rawat Pasca Persalinan Normal
79;UPTD Puskesmas Talun Kenas;1011;Ruang Tindakan dan Gawat Darurat
80;UPTD Puskesmas Sialang;933;Pelayanan Informasi, Pendaftaran dan Rekam Medis
80;UPTD Puskesmas Sialang;1108;Pelayanan Ruang Administrasi
80;UPTD Puskesmas Sialang;1077;Pelayanan Ruang Farmasi
80;UPTD Puskesmas Sialang;1051;Pelayanan Ruang Kesehatan gigi dan mulut
80;UPTD Puskesmas Sialang;1034;Pelayanan Ruang KIA, KB dan imunisasi
80;UPTD Puskesmas Sialang;1063;Pelayanan Ruang komunikasi dan edukasi (KIE)
80;UPTD Puskesmas Sialang;1104;Pelayanan Ruang laboratorium
80;UPTD Puskesmas Sialang;1043;Pelayanan Ruang pemeriksaan khusus
80;UPTD Puskesmas Sialang;1023;Pelayanan Ruang Pemeriksaan Umum
80;UPTD Puskesmas Sialang;1088;Pelayanan Ruang persalinan
80;UPTD Puskesmas Sialang;1095;Pelayanan Ruang rawat pasca persalinan normal.
80;UPTD Puskesmas Sialang;1028;Pelayanan Ruang tindakan dan gawatdarurat
81;UPTD Puskesmas Galang;1202;Administrasi
81;UPTD Puskesmas Galang;1101;Farmasi
81;UPTD Puskesmas Galang;1113;Kesehatan Anak dan Imunisasi
81;UPTD Puskesmas Galang;1120;Kesehatan Gigi dan Mulut
81;UPTD Puskesmas Galang;1152;Kesehatan Ibu dan KB
81;UPTD Puskesmas Galang;1179;Laboratorium
81;UPTD Puskesmas Galang;1183;Pemeriksaan Umum
81;UPTD Puskesmas Galang;1185;Pendaftaran dan Rekam Medis
81;UPTD Puskesmas Galang;1193;Persalinan
81;UPTD Puskesmas Galang;1195;Rawat Inap
81;UPTD Puskesmas Galang;1197;Tindakan Gawat Darurat
82;UPTD Puskesmas Petumbukan;914;Pelayanan Administrasi
82;UPTD Puskesmas Petumbukan;958;Pelayanan Rawat Jalan
83;UPTD Puskesmas Tanjung Morawa;1406;Pelayanan Klaster 2 Ibu Hamil , Bersalin, Nifas, Bayi dan Balita
83;UPTD Puskesmas Tanjung Morawa;984;Ruang Pelayanan Klaster 3 Dewasa dan Lansia
83;UPTD Puskesmas Tanjung Morawa;1389;Ruang Pelayanan Klaster 4
83;UPTD Puskesmas Tanjung Morawa;1024;Ruang Pelayanan Lintas Klaster Kefarmasian
83;UPTD Puskesmas Tanjung Morawa;1019;Ruang Pelayanan Lintas Klaster Pemeriksaan Gigi dan Mulut
83;UPTD Puskesmas Tanjung Morawa;988;Ruang Pelayanan Lintas Klaster Tindakan dan Gawat Darurat
83;UPTD Puskesmas Tanjung Morawa;1042;Ruang Pelayanan Listas Klaster Laboratorium
83;UPTD Puskesmas Tanjung Morawa;1412;Ruang Pelayanan PONED
83;UPTD Puskesmas Tanjung Morawa;979;Ruang Pendaftaran dan Rekam Medis
84;UPTD Puskesmas Dalu Sepuluh;916;Klaster 2 Ruang Pelayanan Kesehatan Anak
84;UPTD Puskesmas Dalu Sepuluh;901;Klaster 2 Ruang Pelayanan Kesehatan Ibu
84;UPTD Puskesmas Dalu Sepuluh;922;Klaster 3 Pelayanan Kesehatan Usia Produktif dan Lansia
84;UPTD Puskesmas Dalu Sepuluh;952;Lintas Klaster- Laboratorium
84;UPTD Puskesmas Dalu Sepuluh;945;Lintas Klaster-Ruang Farmasi
84;UPTD Puskesmas Dalu Sepuluh;937;Lintas Klaster-Ruang Pelayanan Kesehatan Gigi
84;UPTD Puskesmas Dalu Sepuluh;891;Pendaftaran
85;UPTD Puskesmas Patumbak;1284;Ruang Administrasi
85;UPTD Puskesmas Patumbak;1279;Ruang Farmasi
85;UPTD Puskesmas Patumbak;1285;Ruang Infeksius (TB/HIV)
85;UPTD Puskesmas Patumbak;1277;Ruang Kesehatan Anak dan Imunisasi
85;UPTD Puskesmas Patumbak;1278;Ruang Kesehatan Gigi dan Mulut
85;UPTD Puskesmas Patumbak;1276;Ruang Kesehatan Ibu dan KB
85;UPTD Puskesmas Patumbak;1283;Ruang Laboratorium
85;UPTD Puskesmas Patumbak;1274;Ruang Pemeriksaan Umum
85;UPTD Puskesmas Patumbak;1273;Ruang Pendaftaran dan Rekam Medis,Rujukan
85;UPTD Puskesmas Patumbak;1280;Ruang Persalinan
85;UPTD Puskesmas Patumbak;1282;Ruang Rawat Inap
85;UPTD Puskesmas Patumbak;1281;Ruang Rawat Pasca Persalinan Normal
85;UPTD Puskesmas Patumbak;1275;Ruang Tindakan dan Gawat Darurat
86;UPTD Puskesmas Deli Tua;1458;Ruang Administrasi
86;UPTD Puskesmas Deli Tua;1451;Ruang Farmasi
86;UPTD Puskesmas Deli Tua;1449;Ruang Kesehatan Anak dan Imunisasi
86;UPTD Puskesmas Deli Tua;1452;Ruang Kesehatan Gigi dan Mulut
86;UPTD Puskesmas Deli Tua;1450;Ruang Kesehatan Ibu dan KB
86;UPTD Puskesmas Deli Tua;1456;Ruang Komunikasi daan Edukasi
86;UPTD Puskesmas Deli Tua;1453;Ruang Laboratorium
86;UPTD Puskesmas Deli Tua;1455;Ruang Pemeriksaan Khusus
86;UPTD Puskesmas Deli Tua;1447;Ruang Pemeriksaan Umum
86;UPTD Puskesmas Deli Tua;1446;Ruang pendaftran dan Rekam Medis
86;UPTD Puskesmas Deli Tua;1454;Ruang Persalinan
86;UPTD Puskesmas Deli Tua;1457;Ruang Poned
86;UPTD Puskesmas Deli Tua;1459;Ruang Rawat Pascapersalinan Normal
86;UPTD Puskesmas Deli Tua;1448;Ruang Tindakan dan Gawat Darurat 
87;UPTD Puskesmas Sei Mencirim;1150;Informasi
87;UPTD Puskesmas Sei Mencirim;1160;Pcare
87;UPTD Puskesmas Sei Mencirim;1218;Pelayanan KB
87;UPTD Puskesmas Sei Mencirim;1694;Pelayanan RTGD
87;UPTD Puskesmas Sei Mencirim;1142;Pendaftaran
87;UPTD Puskesmas Sei Mencirim;1212;Poli Anak
87;UPTD Puskesmas Sei Mencirim;1226;Poli Gigi
87;UPTD Puskesmas Sei Mencirim;1213;Poli KIA
87;UPTD Puskesmas Sei Mencirim;1168;Poli Umum
87;UPTD Puskesmas Sei Mencirim;1232;Ruang Farmasi
87;UPTD Puskesmas Sei Mencirim;1229;Ruang Laboratorium
87;UPTD Puskesmas Sei Mencirim;1233;Ruang TB
88;UPTD Puskesmas Mulyorejo;1200;Pojok Tensi / Pengkajian Awal
88;UPTD Puskesmas Mulyorejo;1216;Ruang Apotik
88;UPTD Puskesmas Mulyorejo;1704;Ruang Farmasi
88;UPTD Puskesmas Mulyorejo;1231;Ruang Informasi dan Pendaftaran/SIMPUS
88;UPTD Puskesmas Mulyorejo;1221;Ruang Kesehatan Gigi dan Mulut
88;UPTD Puskesmas Mulyorejo;1219;Ruang Kesehatan Ibu dan Anak (KIA)
88;UPTD Puskesmas Mulyorejo;1223;Ruang Klaster Kesehatan Dewasa (Ruang Pelayanan Umum)
88;UPTD Puskesmas Mulyorejo;1222;Ruang Klaster Kesehatan Lanjut Usia (Ruang Pelayanan Umum)
88;UPTD Puskesmas Mulyorejo;1706;Ruang Klaster Penanggulangan Penyakit Menular Dan Kesehatan Lingkungan
88;UPTD Puskesmas Mulyorejo;1154;Ruang Laboratorium Medis
88;UPTD Puskesmas Mulyorejo;1201;Ruang P.care
88;UPTD Puskesmas Mulyorejo;1217;Ruang Pelayanan Kesehatan Anak dan Remaja
88;UPTD Puskesmas Mulyorejo;1708;Ruang Pelayanan Konseling Gizi dan Promkes
88;UPTD Puskesmas Mulyorejo;1199;Ruang Pemeriksaan Khusus (HIV/VCT, IMS) dan Ruang KB
88;UPTD Puskesmas Mulyorejo;1705;Ruang Pemeriksaan Khusus TB
88;UPTD Puskesmas Mulyorejo;1220;Ruang Persalinan / PONED
88;UPTD Puskesmas Mulyorejo;1707;Ruang Pojok ASI
88;UPTD Puskesmas Mulyorejo;1225;Ruang Rekam Medik
88;UPTD Puskesmas Mulyorejo;1224;Ruang Tindakan Gawat Darurat / RTGD
89;UPTD Puskesmas Sei Semayang;1020;Pelayanan Infeksius 
89;UPTD Puskesmas Sei Semayang;987;Pelayanan Klaster 2 Bayi, Balita, dan Anak
89;UPTD Puskesmas Sei Semayang;993;Pelayanan Klaster 2 Ibu Hamil, Bersalin dan Nifas
89;UPTD Puskesmas Sei Semayang;982;Pelayanan Klaster 3 Dewasa / Lansia
89;UPTD Puskesmas Sei Semayang;1138;Pelayanan Lintas Klaster Gigi dan Mulut
89;UPTD Puskesmas Sei Semayang;1146;Pelayanan Lintas Klaster Kefarmasian
89;UPTD Puskesmas Sei Semayang;1032;Pelayanan Lintas Klaster Kegawatdaruratan / Tindakan
89;UPTD Puskesmas Sei Semayang;1143;Pelayanan Lintas Klaster Laboraturium
89;UPTD Puskesmas Sei Semayang;890;Ruang Pendaftaran  dan Rekam Medis 
90;UPTD Puskesmas Hamparan Perak;1093;Klaster 2 Bayi dan Balita
90;UPTD Puskesmas Hamparan Perak;1129;Pelayanan  Lintas Klaster  Laboratorium
90;UPTD Puskesmas Hamparan Perak;996;Pelayanan Anak dan Remaja
90;UPTD Puskesmas Hamparan Perak;1005;Pelayanan Infeksius
90;UPTD Puskesmas Hamparan Perak;1132;Pelayanan Klaster 2 Ibu Hamil, Bersalin dan Nifas
90;UPTD Puskesmas Hamparan Perak;1084;Pelayanan Klaster 3 Dewasa
90;UPTD Puskesmas Hamparan Perak;1025;Pelayanan Klaster 3 Lansia
90;UPTD Puskesmas Hamparan Perak;1069;Pelayanan Lintas Klaster Gigi dan Mulut
90;UPTD Puskesmas Hamparan Perak;1079;Pelayanan Lintas Klaster Kefarmasian
90;UPTD Puskesmas Hamparan Perak;1000;Pelayanan Lintas Klaster Kegawatdaruratan/ Tindakan
90;UPTD Puskesmas Hamparan Perak;1099;Pelayanan Lintas Klaster Rawat Inap
90;UPTD Puskesmas Hamparan Perak;1008;Pelayanan PONED
90;UPTD Puskesmas Hamparan Perak;992;Ruang Pendaftaran dan Rekam Medis
91;UPTD Puskesmas Kota Datar;1111;Ruang administrasi
